Roadway Name,Roadway Name og,From,To,Direction,average_volume
Springfield Blvd,Springfield Blvd,89 Ave,90 Ave,NB,213.7916667
East 165 Street,EAST 165 STREET,CARROLL PLACE,GRAND CONCOURSE,EB,213.75
Riverdale Avenue,RIVERDALE AVENUE,WEST 260 STREET,WEST 261 STREET,NB,213.75
Myrtle Avenue,Myrtle Avenue,Throop Avenue,Tompkins Avenue,EB,213.75
126Th St,126th St,37th Ave,38th Ave,SB,213.75
35Th Avenue,35th AVENUE,202nd Street,203rd Street,WB,213.75
Dyckman Street,DYCKMAN STREET,Sherman Avenue,Vermilyea Avenue,SB,213.75
East 169Th Street,EAST 169th STREET,Tinton Avenue,Union Avenue,WB,213.75
Liberty Avenue,LIBERTY AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,EB,213.7083333
Myrtle Ave,MYRTLE AVE,CLASSON AVE,TAAFFE AVE,EB,213.6666667
Greenpoint Avenue,GREENPOINT AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,WB,213.6666667
65 Street,65 Street,4 Avenue,5 Avenue,SB,213.6666667
Vernon Boulevard,VERNON BOULEVARD,46th Road,47th Avenue,SB,213.6666667
East 144Th Street,EAST 144th STREET,Grand Concourse,A J Griffin Place,EB,213.6666667
Fulton Street,Fulton Street,Clermont Avenue,Vanderbilt Avenue,WB,213.625
Crotona Avenue,Crotona Avenue,Claremont Parkway,Crotona Avenue North,NB,213.625
Mc Donald Avenue,MC DONALD AVENUE,AVENUE S,AVENUE T,NB,213.5833333
East 165 Street,East 165 Street,Carroll Place,Sheridan Avenue,EB,213.5833333
Southern Boulevard,Southern Boulevard,163 Street,Aldus Street,NB,213.5833333
Union Turnpike,Union Turnpike,195 Street,196 Street,EB,213.5833333
West Broadway,West Broadway,Spring Street,Prince Street,NB,213.5833333
East 169Th Street,EAST 169th STREET,Tinton Avenue,Union Avenue,WB,213.5833333
West End Avenue,WEST END AVENUE,West 73rd Street,West 74th Street,NB,213.5833333
West 181 Street,West 181 Street,St. Nicholas Avenue,Wadsworth Avenue,WB,213.5416667
Richmond Road,Richmond Road,Morley Avenue,Rockland Avenue,NB,213.5416667
Jamaica Avenue,Jamaica Avenue,Hemlock Street,Autumn Avenue,NB,213.5416667
Victory Boulevard,VICTORY BOULEVARD,Dinsmore Street,Signs Road,EB,213.5416667
Avenue J,AVENUE J,12 STREET,13 STREET,WB,213.5
94 Avenue,94 Avenue,Van Wyck Expressway,138 Place,EB,213.5
Mcdonald Avenue,Mcdonald Avenue,Avenue S,Avenue T,NB,213.5
Frederick Douglass Boulevard,FREDERICK DOUGLASS BOULEVARD,West 123rd Street,West 124th Street,SB,213.5
Bruckner Boulevard,BRUCKNER BOULEVARD,SANDS PLACE,WILKINSON AVENUE,NB,213.4583333
Bronxwood Avenue,BRONXWOOD AVENUE,EAST 215 STREET,EAST 214 STREET,SB,213.4583333
Murdock Ave,Murdock Ave,199 St,200 St,WB,213.4583333
Francis Lewis Boulevard,FRANCIS LEWIS BOULEVARD,Horace Harding Expy,73rd Avenue,NB,213.4583333
Kings Hwy,KINGS HWY,W 11th ST,W 12th ST,WB,213.4166667
Lenox Ave,LENOX AVE,WEST 111 ST,WEST 112 ST,NB,213.4166667
Lydig Avenue,Lydig Avenue,Tomlinson Avenue,Willamsbridge Road,WB,213.4166667
Jamaica Avenue,Jamaica Avenue,143 Street,144 Street,WB,213.4166667
Bedford Avenue,Bedford Avenue,Farragut Road,Glenwood Road,NB,213.4166667
3Rd Avenue,3rd AVENUE,Senator Street,6th Street,NB,213.4166667
Allerton Avenue,ALLERTON AVENUE,RADCLIFF AVENUE,BRONXWOOD AVENUE,EB,213.375
18 Avenue,18 AVENUE,72 STREET,73 STREET,SB,213.375
18 Avenue,18 AVENUE,72 STREET,73 STREET,NB,213.375
Liberty Avenue,Liberty Avenue,Autumn Avenue,Lincoln Avenue,EB,213.375
Little Clove Road,LITTLE CLOVE ROAD,CLOVE ROAD,ONEIDA AVENUE,WB,213.3333333
Little Clove Road,Little Clove Road,Cayuga Avenue,Seneca Avenue,WB,213.3333333
Cortelyou Road,Cortelyou Road,Stratford Road,Westminster Road,WB,213.3333333
Amboy Road,AMBOY ROAD,ROSE LANE,ARBUTUS AVENUE,EB,213.2916667
23Rd Avenue,23rd AVENUE,83rd Street,85th Street,EB,213.2916667
Archer Avenue,ARCHER AVENUE,143 STREET,144 PLACE,WB,213.25
Grand Concourse,GRAND CONCOURSE,East 184th Street,East 187th Street,SB,213.25
West 30Th Street,WEST 30th STREET,5th Avenue,Broadway,EB,213.25
Ave M,AVE M,E 15th ST,ELM AVE,EB,213.2083333
Rockaway Avenue,ROCKAWAY AVENUE,HEGEMAN AVENUE,LINDEN BOULEVARD,NB,213.2083333
Sedgwick Avenue,Sedgwick Avenue,West 183 Street,West Fordham Road,NB,213.2083333
West 145 Street,West 145 Street,St. Nicholas Avenue,Edgecomb Avenue,EB,213.2083333
East 167 Street,EAST 167 STREET,WALTON AVENUE,GRANDVIEW PLACE,EB,213.2083333
Bradley Avenue,BRADLEY AVENUE,HOLDEN BOULEVARD,QUEEN STREET,NB,213.2083333
Macombs Road,MACOMBS ROAD,CROMWELL AVENUE,GOBLE PLACE,SB,213.2083333
Springfield Boulevard,SPRINGFIELD BOULEVARD,89 AVENUE,90 AVENUE,NB,213.2083333
Broadway,BROADWAY,47 STREET,48 STREET,SB,213.2083333
Avenue U,AVENUE U,EAST 16 STREET,EAST 17 STREET,WB,213.2083333
Little Neck Parkway,LITTLE NECK PARKWAY,87 ROAD,87 TERRACE,SB,213.2083333
Booth Memorial Ave.,Booth Memorial Ave.,College Point Boulevard,133 Street,EB,213.2083333
Albany Avenue,ALBANY AVENUE,Lenox Road,Linden Boulevard,NB,213.2083333
York Avenue,YORK AVENUE,East 74th Street,East 75th Street,SB,213.2083333
Clove Rd,CLOVE RD,NECKAR AVE,WESER AVE,NB,213.1666667
Rockaway Avenue,Rockaway Avenue,Marion Street,Sumpter Street,SB,213.1666667
31 Street,31 Street,34 Avenue,35 Avenue,SB,213.1666667
Arthur Kill Road,ARTHUR KILL ROAD,MAZZA COURT,KRISSA COURT,EB,213.125
Broadway,BROADWAY,Van Cortlandt Park South,West 242nd Street,SB,213.125
Malcolm X Blvd,MALCOLM X BLVD,HANCOCK ST,HALSEY ST,NB,213.0833333
Flushing Avenue,FLUSHING AVENUE,CYPRESS AVENUE,SENECA AVENUE,NB,213.0833333
Southern Boulevard,Southern Boulevard,Crotona Park East,East 175 Street,NB,213.0833333
26 Avenue,26 Avenue,201 Street,202 Street,WB,213.0833333
Riverside Drive,Riverside Drive,West 116 Street,119 Street,NB,213.0416667
Avenue Z,AVENUE Z,EAST 16 STREET,EAST 17 STREET,WB,213.0416667
37 Street,37 STREET,12 AVENUE,13 AVENUE,EB,213
West 53 Street,West 53 Street,6 Avenue,5 Avenue,WB,213
5 Avenue,5 AVENUE,24 STREET,36 STREET,SB,212.9583333
Riverdale Avenue,RIVERDALE AVENUE,WEST 260 STREET,WEST 261 STREET,NB,212.9583333
73 Place,73 PLACE,CENTRAL AVENUE,COOPER AVENUE,NB,212.9583333
Huguenot Avenue,HUGUENOT AVENUE,Sheldon Avenue,Rensselaer Avenue,NB,212.9583333
Riverdale Avenue,RIVERDALE AVENUE,West 238th Street,West 239th Street,NB,212.9583333
Gerard Avenue,Gerard Avenue,150 Street,151 Street,NB,212.9166667
Jerome Avenue,JEROME AVENUE,WEST FORDHAM ROAD,EAST 184 STREET,SB,212.9166667
Columbia Street,COLUMBIA STREET,KANE STREET,IRVING STREET,SB,212.9166667
East 169Th Street,EAST 169th STREET,Tinton Avenue,Union Avenue,WB,212.9166667
Main Street,MAIN STREET,63rd Avenue,Gravett Road,SB,212.9166667
Myrtle Ave,MYRTLE AVE,THROOP AVE,TOMPKINS AVE,WB,212.875
Hollis Court Blvd,HOLLIS COURT BLVD,189 STREET,47 AVE,EB,212.875
Allerton Avenue,ALLERTON AVENUE,RADCLIFF AVENUE,BRONXWOOD AVENUE,EB,212.875
Avenue N,AVENUE N,SCHENECTADY AVENUE,EAST 48 STREET,WB,212.875
111 Avenue,111 Avenue,140 Street,141 Street,WB,212.875
Amboy Road,AMBOY ROAD,Dale Avenue,Bishop Street,NB,212.875
Melrose Avenue,MELROSE AVENUE,East 153rd Street,East 154th Street,NB,212.875
Sedgwick Avenue,SEDGWICK AVENUE,West 183rd Street,West Fordham Road,NB,212.875
Clove Rd,CLOVE RD,NECKAR AVE,WESER AVE,NB,212.8333333
Clarkson Avenue,CLARKSON AVENUE,EAST 37 STREET,EAST 38 STREET,WB,212.8333333
Manor Road,Manor Road,Dead end,Dead end,SB,212.8333333
East Kingsbridge Road,EAST KINGSBRIDGE ROAD,GRAND CONCOURSE,GRAND CONCOURSE,SB,212.7916667
Ave P,AVE P,W 10th ST,W 11th ST,WB,212.7916667
Pelham Parkway,Pelham Parkway,White Plains Road,Cruger Avenue,WB,212.7916667
Bell Boulevard,BELL BOULEVARD,46 AVENUE,45 DRIVE,SB,212.7916667
5 Avenue,5 AVENUE,DOUGLASS STREET,DE GRAW STREET,SB,212.7916667
111 Avenue,111 Avenue,140 Street,141 Street,WB,212.7916667
Metropolitan Avenue,METROPOLITAN AVENUE,Trotting Course Lane,Selfridge Street,EB,212.7916667
Gerard Avenue,GERARD AVENUE,East 150th Street,East 151st Street,NB,212.7916667
River Avenue,RIVER AVENUE,EAST 150 STREET,EAST 151 STREET,NB,212.75
Richmond Road,Richmond Road,Morley Avenue,Rockland Avenue,NB,212.75
Little Clove Road,Little Clove Road,Clove Road,Oneida Avenue,WB,212.75
39 Street,39 STREET,12 AVENUE,13 AVENUE,WB,212.75
East 135 Street,East 135 Street,Canal Street West,Canal Place,NB,212.75
35 Avenue,35 Avenue,Francis Lewis Boulevard,200 Street,EB,212.75
5 Avenue,5 Avenue,Douglass Street,De Graw Street,SB,212.75
White Plains Road,WHITE PLAINS ROAD,PELHAM PARKWAY,LYDIG AVENUE,SB,212.7083333
5 Avenue,5 Avenue,30 Street,31 Street,NB,212.7083333
Bedford Park Boulevard,BEDFORD PARK BOULEVARD,GRAND CONCOURSE,GRAND CONCOURSE,EB,212.6666667
West 57 Street,West 57 Street,5 Avenue,6 Avenue,EB,212.6666667
East 174Th Street,EAST 174th STREET,Hoe Avenue,Vyse Avenue,WB,212.6666667
Shore Road,Shore Road,Orchard Beach Road,Roosevelt Avenue,NB,212.625
Rockaway Avenue,ROCKAWAY AVENUE,MAC DOUGAL STREET,SUMPTER STREET,SB,212.625
Bell Boulevard,BELL BOULEVARD,46 AVENUE,45 DRIVE,NB,212.625
Vernon Blvd,VERNON BLVD,33rd RD,35th AVE,NB,212.5833333
New Utrecht Avenue,New Utrecht Avenue,52 Street,53 Street,SB,212.5833333
Mc Donald Avenue,Mc Donald Avenue,Avenue S,Avenue T,NB,212.5833333
West End Avenue,WEST END AVENUE,West 73rd Street,West 74th Street,SB,212.5833333
Cypress Avenue,Cypress Avenue,Suydam Street,Hart Street,EB,212.5416667
Amsterdam Avenue,Amsterdam Avenue,West 118 Street,West 119 Street,SB,212.5416667
Lafayette Avenue,LAFAYETTE AVENUE,EAST 177 STREET,HUTCHINSON RIVER PARKWAY,WB,212.5
Laconia Avenue,Laconia Avenue,East 214 Street,East 215 Street,NB,212.5
Myrtle Avenue,MYRTLE AVENUE,Throop Avenue,Tompkins Avenue,EB,212.5
Myrtle Avenue,MYRTLE AVENUE,Throop Avenue,Tompkins Avenue,WB,212.5
St. Nicholas Avenue,St. Nicholas Avenue,West 147 Street,West 146 Street,SB,212.4583333
Booth Memorial Ave.,Booth Memorial Ave.,College Point Boulevard,133 Street,EB,212.4583333
Clinton Street,CLINTON STREET,SACKETT STREET,UNION STREET,NB,212.4166667
Mc Donald Avenue,Mc Donald Avenue,Avenue S,Avenue T,NB,212.4166667
Liberty Avenue,Liberty Avenue,Autumn Avenue,Lincoln Avenue,EB,212.4166667
Amboy Road,AMBOY ROAD,WAIMER PLACE,BAMBERGER LANE,WB,212.375
Liberty Avenue,LIBERTY AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,EB,212.375
Maurice Avenue,MAURICE AVENUE,53 AVENUE,TYLER AVENUE,NB,212.375
Greenwich Street,Greenwich Street,Jay Street,Harrison Street,SB,212.375
Bedford Park Boulevard Main Road,Bedford Park Boulevard Main Road,Grand Concourse,Valentine Avenue,SB,212.375
134 Street,134 Street,St. Anns Place,Bruckner Boulevard,EB,212.3333333
Cypress Avenue,CYPRESS AVENUE,SUYDAM STREET,HART STREET,EB,212.3333333
Manor Road,MANOR ROAD,WESTWOOD AVENUE,SCHMIDTS LANE,SB,212.2916667
East 149Th Street,EAST 149th STREET,Eagle Avenue,Cauldwell Avenue,EB,212.2916667
Flushing Ave,FLUSHING AVE,THORNTON ST,WHIPPLE ST,EB,212.25
69 Street,69 Street,53 Road,53 Road,SB,212.25
Atlantic Avenue Sr,Atlantic Avenue SR,Williams Avenue,Hillsdale Street,WB,212.25
Clarkson Avenue,CLARKSON AVENUE,NEW YORK AVENUE,EAST 37 STREET,EB,212.25
Fulton Street,FULTON STREET,CLAVER PLACE,FRANKLIN AVENUE,WB,212.25
60 Street,60 STREET,18 AVENUE,19 AVENUE,WB,212.2083333
Ditmas Avenue,DITMAS AVENUE,EAST 13 STREET,EAST 14 STREET,WB,212.2083333
Bronx River Avenue,Bronx River Avenue,174 Street,Cross Bronx Expressway,SB,212.2083333
Kingsland Avenue,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,NB,212.2083333
Coney Island Avenue,CONEY ISLAND AVENUE,Friel Place,Church Avenue,SB,212.2083333
Richmond Road,Richmond Road,Morley Avenue,Rockland Avenue,NB,212.1666667
120 Avenue,120 Avenue,191 Street,192 Street,SB,212.1666667
Riverside Drive,Riverside Drive,West 73 Street,West 74 Street,SB,212.1666667
Morris Avenue,Morris Avenue,Mt Eden Parkway,East 173 Street,SB,212.1666667
West End Avenue,WEST END AVENUE,West 98th Street,West 99th Street,NB,212.1666667
31 Street,31 STREET,34 AVENUE,35 AVENUE,SB,212.125
White Plains Road,WHITE PLAINS ROAD,LYDIG AVENUE,PELHAM PARKWAY,SB,212.125
Woodhaven Blvd,WOODHAVEN BLVD,97th AVE,101st ST,NB-SER,212.125
Riverside Drive,Riverside Drive,West 73 Street,West 74 Street,SB,212.125
Caton Avenue,Caton Avenue,Westminster Road,Argyle Road,WB,212.125
Myrtle Ave,Myrtle Ave,Woodbine St,St Nicholas Ave,WB,212.125
63Rd Drive,63rd DRIVE,Austin Street,Wetherole Street,NB,212.125
31 Street,31 Street,34 Avenue,35 Avenue,SB,212.0833333
Bedford Avenue,Bedford Avenue,Farragut Road,Glenwood Road,NB,212.0833333
5 Avenue,5 Avenue,Douglass Street,De Graw Street,SB,212.0833333
White Plains Road,WHITE PLAINS ROAD,EAST 215 STREET,EAST 216 STREET,NB,212.0416667
Kings Highway,KINGS HIGHWAY,AVENUE I,AVENUE J,NB,212.0416667
Southern Boulevard,Southern Boulevard,Crotona Park East,East 175 Street,SB,212.0416667
Brook Avenue,BROOK AVENUE,EAST 153 STREET,BERGEN AVENUE,SB,212.0416667
Bath Avenue,BATH AVENUE,BAY 22TH STREET,BAY 23RD STREET,EB,212.0416667
Midland Parkway,Midland Parkway,Dalny Road,Wexford Terrace,NB,212.0416667
Parsons Boulevard,PARSONS BOULEVARD,37 AVENUE,38 AVENUE,NB,212
Bronxwood Avenue,BRONXWOOD AVENUE,EAST 215 STREET,EAST 214 STREET,SB,212
Utopia Parkway,Utopia Parkway,Dead End,45 Avenue,NB,212
Castleton Avenue,CASTLETON AVENUE,Clover Road,Rector Street,WB,212
Riverside Drive,Riverside Drive,West 73 Street,West 74 Street,SB,211.9583333
Eastchester Road,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,211.9166667
Cypress Avenue,CYPRESS AVENUE,SUYDAM STREET,ALLEY,EB,211.9166667
69 St,69 St,52 Ave,52 Rd,SB,211.9166667
Avenue J,Avenue J,East 12 Street,East 13 Street,WB,211.9166667
Hollis Court Boulevard,HOLLIS COURT BOULEVARD,189th Street,190th Street,EB,211.9166667
Kings Highway,KINGS HIGHWAY,Avenue J,Avenue I,SB,211.9166667
Driggs Ave,DRIGGS AVE,LORIMER ST,NORTH 12th ST,WB,211.875
Morris Avenue,Morris Avenue,Mt Eden Parkway,East 173 Street,SB,211.875
86Th St,86th ST,W 11th ST,W 12th ST,NB,211.8333333
East 135 Street,EAST 135 STREET,CANAL STREET WEST,PARK AVENUE,NB,211.8333333
Crotona Avenue,CROTONA AVENUE,CLAREMONT PARKWAY,CROTONA PARK NORTH,SB,211.8333333
18 Avenue,18 AVENUE,72 STREET,73 STREET,NB,211.8333333
West 29 Street,West 29 Street,5 Avenue,Broadway,WB,211.8333333
Fountain Avenue,FOUNTAIN AVENUE,Dumont Avenue,Hegeman Avenue,NB,211.8333333
West 56Th Street,WEST 56th STREET,5th Avenue,6th Avenue,EB,211.8333333
Atlantic Ave,ATLANTIC AVE,ALABAMA AVE,WILLIAMS AVE,WB-SR,211.7916667
147 Avenue,147 AVENUE,182 STREET,182 STREET,WB,211.7916667
Victory Boulevard,VICTORY BOULEVARD,Cypress Avenue,Marx Street,WB,211.7916667
White Plains Road,WHITE PLAINS ROAD,East 215th Street,East 216th Street,NB,211.7916667
5 Avenue,5 AVENUE,DE GRAW STREET,DOUGLASS STREET,SB,211.75
Avenue U,AVENUE U,EAST 66 STREET,EAST 67 STREET,EB,211.75
Mcdonald Avenue,McDonald Avenue,Elmwood Avenue,47 Street,SB,211.75
White Plains Road,White Plains Road,St Ouen Street,Penfield Street,NB,211.75
65Th Street,65th Street,5th Avenue,6th Avenue,WB,211.75
Eastchester Road,EASTCHESTER ROAD,Givan Avenue,Tillotson Avenue,SB,211.75
Mc Donald Avenue,MC DONALD AVENUE,ALBEMARLE ROAD,CHURCH AVENUE,SB,211.7083333
31 Street,31 STREET,34 AVENUE,35 AVENUE,SB,211.7083333
Kings Hwy,KINGS HWY,W 11th ST,W 12th ST,WB,211.7083333
Bloomingdale Road,BLOOMINGDALE ROAD,RAMONA AVENUE,HARGOLD AVENUE,SB,211.7083333
18 Avenue,18 AVENUE,72 STREET,73 STREET,SB,211.7083333
31 Street,31 Street,34 Avenue,35 Avenue,SB,211.7083333
Foster Road,FOSTER ROAD,Ramona Avenue,Rathbun Avenue,NB,211.7083333
34 Avenue,34 AVENUE,91 STREET,92 STREET,WB,211.6666667
35 Ave,35 AVE,200 STREET,CROCHERON AVE,EB,211.6666667
Riverside Drive,Riverside Drive,West 116 Street,119 Street,NB,211.6666667
Dekalb Avenue,Dekalb Avenue,Irving Avenue,Wyckoff Avenue,NB,211.6666667
108 Street,108 Street,Northern Boulevard,34 Avenue,SB,211.6666667
Bedford Avenue,Bedford Avenue,Lorimer Street,North 12 Street,NB,211.6666667
East 174 Street,East 174 Street,Hoe Avenue,Vyse Avenue,WB,211.6666667
Central Park West,Central Park West,8 Avenue Line,8 Avenue Line,SB,211.6666667
Vernon Boulevard,Vernon Boulevard,Alley,35 Avenue,SB,211.6666667
West 29 Street,West 29 Street,5 Avenue,Broadway,WB,211.6666667
Little Neck Parkway,LITTLE NECK PARKWAY,87 ROAD,87 TERRACE,SB,211.625
Broadway,BROADWAY,47 STREET,48 STREET,SB,211.5833333
Jerome Avenue,JEROME AVENUE,WEST FORDHAM ROAD,EAST 184 STREET,NB,211.5833333
Maurice Avenue,MAURICE AVENUE,53 AVENUE,TYLER AVENUE,SB,211.5833333
Cypress Avenue,CYPRESS AVENUE,SUYDAM STREET,HART STREET,EB,211.5833333
Eastchester Road,Eastchester Road,Givan Avenue,Tillotson Avenue,SB,211.5833333
Pelham Parkway,PELHAM PARKWAY,WHITE PLAINS ROAD,BRONXWOOD AVENUE,WB,211.5416667
Vernon Blvd,VERNON BLVD,33rd RD,35th AVE,SB,211.5416667
18 Avenue,18 AVENUE,72 STREET,73 STREET,NB,211.5416667
East 144 Street,East 144 Street,Grand Concourse,AJ Griffin Place,WB,211.5416667
Grand Street,GRAND STREET,Waterbury Street,Catherine Street,EB,211.5416667
Park Avenue,PARK AVENUE,Delmonico Pl,Tompkins Avenue,WB,211.5416667
Cypress Avenue,CYPRESS AVENUE,SUYDAM STREET,ALLEY,EB,211.5
18 Avenue,18 AVENUE,72 STREET,73 STREET,SB,211.5
Liberty Avenue,Liberty Avenue,Autumn Avenue,Lincoln Avenue,WB,211.5
Castleton Avenue,CASTLETON AVENUE,Clover Road,Rector Street,WB,211.5
Amboy Road,AMBOY ROAD,ROSE LANE,COLON STREET,EB,211.4583333
Ditmas Avenue,Ditmas Avenue,Argyle Road,Rugby Road,EB,211.4583333
Queens Boulevard,Queens Boulevard,78 Avenue,78 Crescent,WB,211.4583333
Grand Street,GRAND STREET,Union Avenue,Lorimer Street,EB,211.4583333
Jamaica Avenue,JAMAICA AVENUE,Hemlock Street,Autumn Avenue,EB,211.4583333
Jerome Avenue,JEROME AVENUE,Jerome Avenue Line,Jerome Avenue Line,EB,211.4583333
Malcolm X Blvd,MALCOLM X BLVD,HANCOCK ST,HALSEY ST,SB,211.4166667
Brook Avenue,BROOK AVENUE,EAST 153 STREET,BERGEN AVENUE,SB,211.4166667
Douglaston Parkway,Douglaston Parkway,Maryland Road,Van Zandt Avenue,SB,211.4166667
31St Street,31st STREET,34th Avenue,35th Avenue,SB,211.4166667
5 Avenue,5 AVENUE,24 STREET,36 STREET,NB,211.375
Hungry Harbor Rd,HUNGRY HARBOR RD,148th ST,262nd PL,WB,211.375
Greenpoint Avenue,GREENPOINT AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,EB,211.375
Henry Hudson Parkway E,HENRY HUDSON PARKWAY E,JOHNSON AVENUE,WEST 239 STREET,EB,211.375
37 Street,37 STREET,12 AVENUE,13 AVENUE,EB,211.375
Park Avenue,PARK AVENUE,TOMPKINS PARK,DELMONICO PLACE,EB,211.375
Church Avenue,Church Avenue,Argyle Road,Rugby Road,EB,211.375
Utopia Parkway,UTOPIA PARKWAY,65th Avenue,67th Avenue,SB,211.375
Allerton Avenue,ALLERTON AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,EB,211.3333333
Union Street,Union Street,7 Avenue,8 Avenue,EB,211.3333333
73 Place Slip Lane,73 PLACE SLIP LANE,COOPER AVENUE,CENTRAL AVENUE,NB,211.3333333
Kings Highway,KINGS HIGHWAY,WEST 11 STREET,QUENTIN ROAD,WB,211.3333333
Riverdale Avenue,RIVERDALE AVENUE,WEST 260 STREET,WEST 261 STREET,NB,211.2916667
Stillwellavenue,StillwellAvenue,Avenue W,28 Avenue,NB,211.2916667
5 Avenue,5 Avenue,Douglass Street,De Graw Street,SB,211.2916667
Clove Rd,Clove Rd,Neckar Ave,Weser Ave,WB,211.2916667
Avenue M,AVENUE M,ELM AVENUE,EAST 16 STREET,WB,211.25
Church Avenue,Church Avenue,Argyle Road,Rugby Road,WB,211.25
31St Street,31st STREET,34th Avenue,35th Avenue,SB,211.25
Coney Island Avenue,CONEY ISLAND AVENUE,Friel Place,Church Avenue,SB,211.25
Kingsland Avenue,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,NB,211.2083333
Crotona Avenue,CROTONA AVENUE,EAST 189 STREET,EAST 187 STREET,SB,211.2083333
Booth Memorial Ave.,Booth Memorial Ave.,College Point Boulevard,133 Street,EB,211.2083333
Woodhaven Boulevard,Woodhaven Boulevard,95 Avenue,95 Street,SB,211.1666667
Vanderbilt Avenue,VANDERBILT AVENUE,GATES AVENUE,FULTON STREET,NB,211.1666667
5 Avenue,5 AVENUE,DE GRAW STREET,DOUGLASS STREET,SB,211.125
St. Nicholas Avenue,St. Nicholas Avenue,West 147 Street,West 146 Street,SB,211.125
Renwick Avenue,RENWICK AVENUE,STATEN ISLAND EXPRESSWAY,LITTLE CLOVE ROAD,SB,211.125
Caton Avenue,Caton Avenue,Westminster Road,Argyle Road,EB,211.125
New Utrecht Avenue,NEW UTRECHT AVENUE,52 STREET,53 STREET,NB,211.0833333
St Nicholas Ave,St Nicholas Ave,Broadway / 7 Ave Line,Broadway / 7 Ave Line,SB,211.0833333
86 Street,86 Street,West 12 Street,West 11 Street,EB,211.0416667
Grand Concourse,GRAND CONCOURSE,Hawkstone Street,Mt Eden Parkway,NB,211.0416667
5 Avenue,5 AVENUE,DE GRAW STREET,DOUGLASS STREET,SB,211
Concourse Village West,Concourse Village West,East 156 Street,East 156 Street,NB,211
East 161 Street,East 161 Street,Grand Concourse,Dead End,EB,211
Ocean Terrace,Ocean Terrace,Dead End,Milford Dr,NB,211
Riverdale Avenue,RIVERDALE AVENUE,West 238th Street,West 239th Street,NB,211
Riverdale Avenue,RIVERDALE AVENUE,West 238th Street,West 239th Street,NB,211
Jamaica Avenue,JAMAICA AVENUE,101 STREET,102 STREET,WB,210.9583333
East 161 Street,East 161 Street,Grand Concourse,Dead End,WB,210.9583333
Bedford Park Boulevard,BEDFORD PARK BOULEVARD,Grand Concourse,Briggs Avenue,NB,210.9583333
East 222 Street,EAST 222 STREET,WICKHAM AVENUE,BRUNER AVENUE,EB,210.9166667
Avenue U,AVENUE U,EAST 16 STREET,EAST 17 STREET,WB,210.9166667
Woodhaven Boulevard Service Road,Woodhaven Boulevard Service Road,97 Avenue,101 Avenue,SB,210.9166667
Remsen Avenue,REMSEN AVENUE,Stillwell Pl,Avenue L,NB,210.9166667
Little Clove Road,Little Clove Road,Cayuga Avenue,Seneca Avenue,WB,210.875
Little Neck Parkway,LITTLE NECK PARKWAY,87 ROAD,87 TERRACE,SB,210.875
Bloomingdale Road,BLOOMINGDALE ROAD,MARISA CIRCLE,WOODROW ROAD,NB,210.8333333
Union Street,UNION STREET,HOYT STREET,BOND STREET,EB,210.8333333
Myrtle Avenue,MYRTLE AVENUE,ST NICHOLAS AVENUE,MADISON STREET,NB,210.8333333
New Lots Avenue,NEW LOTS AVENUE,SNEDIKER AVENUE,HINSDALE STREET,WB,210.8333333
Richmond Road,RICHMOND ROAD,BISHOP STREET,NADINE STREET,WB,210.8333333
Atlantic Ave,ATLANTIC AVE,ALABAMA AVE,WILLIAMS AVE,WB-SR,210.7916667
St Anns Avenue,ST ANNS AVENUE,RAE STREET,EAST 156 STREET,NB,210.7916667
120 Avenue,120 AVENUE,191 STREET,192 STREET,EB,210.75
3 Avenue,3 AVENUE,BALTIC STREET,BUTLER STREET,SB,210.75
Victory Boulevard,VICTORY BOULEVARD,DINSMORE STREET,SIGNS ROAD,WB,210.75
East 167 Street,EAST 167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,EB,210.75
Rockaway Boulevard,Rockaway Boulevard,144 Street,145 Street,EB,210.75
